0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.005191256830601093,0.00822637891784831,0.003229735275054496,0.003551912568306011,0.026254924526172445,0.04432290429456212,0.014708410562345753,0.03191494033984876,0.05492926955721587,0.05527647695137223,0.03350330264878208,0.09303692504977593,0.09530955968016833,0.018027322841173844,0.021950919428404034,0.013296825198643525,0.015364535595332001,0.02638835788816804,0.0034907047819957267,0.05358444123684411,0.06834491089747381,0.05130967106431494,0.028654166935646874,0.014797034089982349,0.0064465976396345815,0.00954803910895155,0.018536988849749587,0.04643994070448415,0.03225336732139387,0.008517619916579436,0.08874816901093693,0.014251102541623453,0.035559019945800345,0.01763823575265138,0.048194105956874664,0.06444722237509942,0.06608067442402826,0.02700132005035788,0.022092523805876674,0.04801833677072015,0.05363932363681024,0.04113481972555073,0.08708443148996889,0.0570168704985511,0.03891470981520159,0.021462772459505543,0.0232545162354613,0.03488094770384264,0.03997723715193088,0.013442503605447235,0.055246191479333025,0.055751737029547006,0.02017298878300689,0.037679428645258764,0.0025451569343135404,0.010092863705036452,0.007944406910302623,0.024190162738008954,0.03658433203069579,0.000546448087431694
0.0025956284153005466,0.005970084730030865,0.00396693498092908,0.0017759562841530056,0.025259178034316723,0.049024537069291454,0.010696616769164953,0.01595747016992438,0.07302046542975921,0.06638545313277945,0.02863578105947398,0.09504532560980997,0.10014301950336715,0.012851244980874123,0.014565457238341656,0.006648412599321763,0.008548818924182465,0.02049796701043708,0.004097419734399695,0.04610393143793184,0.08653690209394613,0.0639068781169557,0.015565013648561244,0.007398517044991174,0.0032232988198172908,0.0071260868978776076,0.009268494424874794,0.03423754896080855,0.02268771361860731,0.01032466784390497,0.09636715209645634,0.007125551270811726,0.024588125966958106,0.012037736346243987,0.05467392844266115,0.08037909521825037,0.09456546719468312,0.01350066002517894,0.018597636005438956,0.07253603147028209,0.06816652985504786,0.03480360694126014,0.10160114122158756,0.07468323099079574,0.019457354907600796,0.016549658079220462,0.01620759978646053,0.0585397558524165,0.01998861857596544,0.006721251802723618,0.07652133787880985,0.054119988346415,0.0167713173674876,0.036418322889106236,0.0012725784671567702,0.008884015412805426,0.006695649852774485,0.01679921605580814,0.03908939305174304,0.000273224043715847
0.0012978142076502733,0.0029850423650154326,0.00198346749046454,0.0008879781420765028,0.014905499381304019,0.03799266069150847,0.008324498860772953,0.00797873508496219,0.08237858005381517,0.06995743244874267,0.018519571202005897,0.10301986168445679,0.1094202492474819,0.006425622490437061,0.008858358871271668,0.0073508169439185835,0.004449479490102437,0.010949263617263357,0.0020487098671998476,0.046336279444456105,0.11434688241952207,0.06819293485679717,0.013734887776661573,0.003699258522495587,0.0016116494099086454,0.0035630434489388038,0.013562818641008825,0.021495525180684386,0.011693996865326064,0.005162333921952485,0.11103371610425056,0.003562775635405863,0.012294062983479053,0.0060188681731219934,0.06025012948743701,0.09113492576038569,0.10978273359734154,0.00675033001258947,0.009298818002719478,0.09736745551105139,0.07925133215441466,0.03210768582357124,0.11610169105897304,0.09336402445898329,0.010428957565845215,0.010375669375744684,0.010029570201353515,0.07916483590940152,0.00999430928798272,0.003360625901361809,0.09971024877133769,0.052095008178809736,0.01031142899186705,0.025912242677046112,0.0006362892335783851,0.004442007706402713,0.0033478249263872426,0.009800168251993707,0.03880239960710401,0.0001366120218579235
0.0006489071038251367,0.0076653606886805566,0.0009917337452322703,0.00044398907103825145,0.025496434401003385,0.02445691913967637,0.006536418471222185,0.00850028872006894,0.08558625109053533,0.050885648797970584,0.00925978560100295,0.1149002442325418,0.11810043801405434,0.003212811245218531,0.007040765380555113,0.003675408471959292,0.012908500428811904,0.016158392492392364,0.005297859207104198,0.03812540467949302,0.12649917720216372,0.06994641994501777,0.006867443888330787,0.0018496292612477938,0.002705159937622889,0.001781521724469402,0.009867829073590833,0.023568275410855016,0.011307587226585161,0.0025811669609762428,0.12413034333227724,0.0017813878177029318,0.006147031491739527,0.003009434086560997,0.04413266208464918,0.09518759583365916,0.11899393090123489,0.0033751650062947354,0.008922913274864015,0.09616710857223987,0.07333886645707438,0.02056476408937347,0.12927591675455777,0.10271240159321435,0.006164146399256892,0.005187834687872343,0.005727035812927471,0.0977495594551756,0.004997154643991361,0.0016803129506809047,0.10208684328405443,0.0590484537570212,0.005155714495933526,0.031949473665208714,0.0003181446167891926,0.002221003853201357,0.0016739124631936215,0.004900084125996854,0.04432997473232694,0.002205058147681099
0.0003244535519125683,0.0038326803443402774,0.000495866872616135,0.00022199453551912567,0.022097810696436647,0.01222845956983818,0.0032682092356110916,0.004250144360034469,0.09157361335014569,0.05715014147215601,0.004629892800501474,0.12005174813253106,0.1261233897387345,0.0016064056226092651,0.0035203826902775555,0.009154777406711351,0.014584331515218957,0.02311984665270024,0.0026489296035520984,0.040200913721860326,0.13276178372303307,0.06627402298063895,0.008311770724653196,0.0009248146306238967,0.0013525799688114443,0.0008907608622347008,0.011844483642486471,0.011784137705427505,0.011344850523861683,0.002103591610569422,0.12426029361735813,0.0008906939088514657,0.003073515745869763,0.0015047170432804981,0.05987120909110506,0.10369135889243931,0.1180335508164711,0.00453311095843192,0.004461456637432006,0.10255509900156709,0.0626856933911388,0.010282382044686733,0.1341501534992301,0.09281961543075351,0.00877313011019755,0.002593917343936171,0.002863517906463735,0.10212681224791298,0.00249857732199568,0.0008401564753404521,0.12055561676397843,0.08236975533379515,0.0025778572479667624,0.029389370978945815,0.00015907230839459628,0.0011105019266006782,0.0008369562315968106,0.0024500420629984267,0.028262548341773223,0.0011025290738405492
0.00016222677595628416,0.005358680963908521,0.0014773408619289182,0.00011099726775956283,0.011048905348218323,0.00611422978491909,0.0016341046178055458,0.0021250721800172346,0.09742191855114857,0.06053966380222012,0.004036116796119928,0.12788916396053648,0.12477794763553396,0.0008032028113046326,0.0017601913451387777,0.004577388703355676,0.012455676945217053,0.0265586939189245,0.0013244648017760492,0.03313217557251118,0.1342441817557875,0.0773956788126701,0.004155885362326598,0.005134155532671181,0.0006762899844057221,0.0004453804311173504,0.005922241821243236,0.005892068852713752,0.006901832687551693,0.001051795805284711,0.12999343670295002,0.00044534695442573284,0.0015367578729348814,0.0007523585216402491,0.04739318998936862,0.0975796356793153,0.12196243560002311,0.008659474092444384,0.002230728318716003,0.11471497266281945,0.07560151401792004,0.0051411910223433666,0.12977485545627843,0.10837194196666763,0.010041839212954689,0.0012969586719680855,0.0014317589532318676,0.10319028097028057,0.00124928866099784,0.00042007823767022605,0.12814109827626016,0.0682318410305563,0.0012889286239833812,0.030185219052295625,7.953615419729814e-05,0.0042434732401628915,0.0004184781157984053,0.0012250210314992134,0.038719422683303625,0.0005512645369202746
8.11133879781421e-05,0.002679340481954261,0.003131014928572115,5.5498633879781424e-05,0.005524452674109163,0.0030571148924595456,0.004918214304801611,0.002087826588983327,0.08527965373900559,0.040864500390515396,0.0020180583980599644,0.13571491690849793,0.12937461975078135,0.00040160140565231634,0.006006548167442937,0.0022886943516778383,0.006227838472608527,0.02421577894852582,0.0006622324008880247,0.034337789768483895,0.13889242580612343,0.08927883735575405,0.003444996679796246,0.0035923682653103005,0.0003381449922028611,0.00022269021555867524,0.005353465408229274,0.0029460344263568766,0.009944422837282342,0.0005258979026423556,0.1367670532797047,0.005349125972086414,0.007603648929632172,0.0003761792608201246,0.03805066198033025,0.11064901127779847,0.12284041123815237,0.004329737046222193,0.0011153641593580018,0.11306493677570228,0.04566131750109946,0.004621176509121102,0.13460718165841948,0.1259563059115635,0.012539716598958549,0.0006484793359840429,0.0007158794766159339,0.0833791459533563,0.0006246443304989202,0.00021003911883511305,0.13584088406635977,0.10110156644829252,0.0006444643119916907,0.03935781800188261,3.9768077098649076e-05,0.002121736620081446,0.00020923905789920266,0.0006125105157496068,0.027220271833791256,0.00027563226846013736
4.055669398907105e-05,0.0013396702409771304,0.0035615154483179933,2.7749316939890712e-05,0.0027622263370545813,0.0015285574462297728,0.005652719926851903,0.0010439132944916635,0.08535439772778622,0.03799712045473873,0.0010090291990299822,0.1361209315081412,0.1329507829292829,0.00020080070282615817,0.0030032740837214683,0.0011443471758389191,0.0031139192363042636,0.01210788947426291,0.00033111620044401236,0.04710901464472098,0.13770968595695393,0.08974919911699877,0.001722498339898123,0.0017961841326551503,0.001366677286520592,0.00011134510777933762,0.002676732704114637,0.0074610411652742455,0.017347460919639172,0.0002629489513211778,0.13664699969374455,0.0038721677764623685,0.003801824464816086,0.0001880896304100623,0.035791798056033386,0.12358797869279145,0.10613078446139154,0.0021648685231110965,0.0005576820796790009,0.12479594144174336,0.03760111783238605,0.0047057978353988745,0.13317185430226364,0.1308424244128676,0.027826744527024178,0.00032423966799202144,0.00035793973830796694,0.06604087038186776,0.0003123221652494601,0.00010501955941755653,0.13618391508707212,0.11003182114829796,0.00032223215599584535,0.05281264153587144,0.0028142952161940345,0.001060868310040723,0.00010461952894960133,0.0003062552578748034,0.020795764659410597,0.00013781613423006868
2.0278346994535527e-05,0.003654273406568293,0.032264663074830495,1.3874658469945358e-05,0.0013811131685272909,0.0007642787231148865,0.005810798249505679,0.0005219566472458319,0.10449770621840176,0.02304886932990614,0.0005045145995149912,0.13414445637440742,0.13128033710522985,0.0001004003514130791,0.0015016370418607344,0.0005721735879194597,0.001556959618152132,0.007972512206754137,0.005281738019215825,0.07365043569584162,0.13813644604818492,0.10840050021933928,0.0029929908028631528,0.0008980920663275752,0.004946821909088479,5.5672553889668816e-05,0.001977888841931546,0.007354481358591078,0.012297691235773543,0.00013147447566058893,0.13035718136467234,0.005773218827476549,0.0019009122324080432,9.404481520503116e-05,0.018322247354599516,0.13000972159964663,0.109982893829502,0.0010824342615555484,0.0002788410398395005,0.13167957379057965,0.021358648875689938,0.0023528989176994377,0.13075135030184598,0.0959051175571053,0.01391337226351209,0.0031465581200757382,0.0001789698691539835,0.040694705069424617,0.00015616108262473007,0.004315993045536961,0.13524181898032994,0.1232316428273999,0.0001611160779979227,0.07202559171229726,0.0014071476080970175,0.0005304341550203617,5.230976447480067e-05,0.00015312762893740172,0.019138023024653072,6.890806711503435e-05
1.0139173497267762e-05,0.001827136703284146,0.016132331537415244,6.937329234972677e-06,0.0006905565842636453,0.00038213936155744315,0.008920436718737802,0.0007622314564549961,0.11340173531471466,0.011524434664953068,0.00025225729975749555,0.1352426542523666,0.12779555702379286,5.0200175706539535e-05,0.000750818520930367,0.0002860867939597298,0.0007784798090760658,0.016517584424179076,0.0026408690096079122,0.09446932812361003,0.13673739595642329,0.12237067617483254,0.001496495401431576,0.0004490460331637875,0.007987195415697122,2.78362769448344e-05,0.0009889444209657727,0.0036772406792955382,0.020183933337185017,6.573723783029445e-05,0.13134400421617076,0.03095678485233477,0.0014517092490361017,4.702240760251557e-05,0.016178667536948882,0.1331752868649862,0.09509169754131741,0.0025462296621060953,0.00013942051991975023,0.13401021296045273,0.010679324437844967,0.0011764494588497186,0.13154108868475756,0.11612298484371555,0.006956686131756044,0.0015732790600378687,8.948493457699174e-05,0.020347352534712305,7.808054131236502e-05,0.00215799652276848,0.13579133555532785,0.12226745048638166,8.055803899896134e-05,0.042027833450133584,0.0007035738040485086,0.0002652170775101808,2.615488223740033e-05,7.656381446870085e-05,0.03663668068525887,3.445403355751717e-05
