0,1,2,3,4,5,6,7,8
0.2563196590321907,0.24743740881803072,0.29306021802685356,0.10538445569140885,0.23625176945776172,0.2337600991694813,0.25250806735859455,0.1474501985328757,0.22782812391280294
0.243053446537372,0.26839955547284516,0.26567904518363955,0.052692227845704424,0.3011046081331362,0.3339013261804853,0.17731786346653133,0.07372509926643785,0.2841268279138483
0.2987793082022163,0.2981584187999381,0.2628247515430753,0.026346113922852212,0.29530858176228447,0.29989010179039033,0.10786129510106478,0.03686254963321892,0.3739688792449596
0.32948444083096595,0.14907920939996905,0.4631659302739073,0.013173056961426106,0.1776700886694519,0.31740160697734365,0.05393064755053239,0.01843127481660946,0.4776637445197942
0.4269270943650628,0.0896656551201526,0.584524141607542,0.006586528480713053,0.10564176702380157,0.24609576147186513,0.026965323775266194,0.00921563740830473,0.5043780907472921
0.6122365533175008,0.0775526639608943,0.7217099235645072,0.0032932642403565265,0.052820883511900785,0.19871250241282418,0.013482661887633097,0.004607818704152365,0.31558372840023097
0.6872435035190045,0.0823335007644762,0.6947932557931429,0.05609309310021456,0.046374144115297035,0.2227682294278277,0.006741330943816549,0.0023039093520761827,0.20134903298414453
0.7474679056056561,0.07962828884377657,0.7262427817427253,0.06458500808856882,0.023187072057648517,0.15946103779083692,0.024524511625754433,0.0011519546760380913,0.17375143956899536
0.8263898419483247,0.06059936382142639,0.8134678111946884,0.03229250404428441,0.011593536028824259,0.10744414476146927,0.06076110107846614,0.0005759773380190457,0.08687571978449768
0.8408934953122478,0.05473960044431808,0.8344324799354297,0.0161462520221422,0.0057967680144121285,0.10260190944794441,0.030380550539233064,0.07157108439202378,0.04343785989224883
0.8618260580009515,0.02736980022215904,0.8999748606573701,0.0080731260110711,0.041978843777321015,0.051300954723972204,0.015190275269616532,0.03578554219601189,0.058500539141526725
0.8688362795648099,0.01368490011107952,0.9240280623828612,0.00403656300553555,0.020989421888660507,0.025650477361986102,0.007595137634808266,0.060782161617193305,0.07439699643306584
