0,1,2,3,4,5,6,7
0.19815420299575234,0.41480829420970267,0.1394547842611223,0.22922954393024816,0.17352727475966911,0.2667393248379164,0.2819137044489157,0.2961728705566734
0.157030245764214,0.46634372786933964,0.09192221333894585,0.16763573374070978,0.10895845858821926,0.2813351371415229,0.3789346574032495,0.3478398261537991
0.08932593369291782,0.5169556477184536,0.0716367823451486,0.17300705605954408,0.05447922929410963,0.2839108118140047,0.41919705843135446,0.39148748064446715
0.073106080618914,0.5728490813442568,0.06575851093305335,0.08650352802977204,0.05717973440753386,0.19435061548784066,0.497023678916276,0.45322877026235336
0.036553040309457,0.6050519916525205,0.032879255466526675,0.04325176401488602,0.02858986720376693,0.23443020970470463,0.5687732773666347,0.45047059428150343
0.0182765201547285,0.6490606492916069,0.016439627733263337,0.02162588200744301,0.014294933601883464,0.3746408474266097,0.6292711271321623,0.27639041265230285
0.03270728364638782,0.678065678181157,0.008219813866631669,0.010812941003721505,0.007147466800941732,0.5408557772486584,0.5839958329263506,0.13819520632615143
0.016353641823193907,0.77481265560434,0.0041099069333158334,0.005406470501860752,0.003573733400470865,0.7199691730279989,0.4066768155457441,0.0690976031630757
0.09493481177917687,0.8668583825966907,0.0020549534666579167,0.002703235250930376,0.0017868667002354326,0.793774540851899,0.20333840777287204,0.03454880158153785
0.047467405889588435,0.8764671659818897,0.03478275099493234,0.001351617625465188,0.0008934333501177163,0.8399252451094938,0.18183798025774403,0.017274400790768925
0.023733702944794217,0.9176856377854654,0.01739137549746617,0.046337909269353605,0.03697639704035567,0.8583187869383085,0.09091899012887202,0.008637200395384462
0.05326118698437968,0.9163591587620138,0.008695687748733085,0.06674193938413214,0.018488198520177836,0.8866757333384354,0.04545949506443601,0.004318600197692231
0.02663059349218984,0.9343700555714831,0.004347843874366542,0.03337096969206607,0.009244099260088918,0.9295534055163355,0.022729747532218004,0.03975328506125213
0.01331529674609492,0.9250163530869464,0.002173921937183271,0.016685484846033036,0.004622049630044459,0.97080079914371,0.04750945207936201,0.019876642530626064
0.00665764837304746,0.9452667972331285,0.0010869609685916356,0.04282550104370617,0.0023110248150222295,0.9681590202615102,0.023754726039681005,0.009938321265313032
