0,1,2,3,4,5,6,7,8
0.2862219294589292,0.15193891970956497,0.178055821356491,0.32624790098810674,0.29823879229840905,0.08559212140543099,0.21270987188242008,0.36491861904207085,0.09607602385857741
0.2708693851708118,0.09455250282806935,0.1865888862880016,0.4070263895184436,0.25829477361726494,0.04279606070271549,0.20856167229428782,0.346222375723126,0.18508795385727939
0.320192198359078,0.04727625141403467,0.1914468680862641,0.4460074210871664,0.1938125138294177,0.027171702406784994,0.1885764481563818,0.30936984836964615,0.2761467482912263
0.3654724432655605,0.023638125707017336,0.09572343404313205,0.4488101621564864,0.11518582680718197,0.060897679160381746,0.2620301595620619,0.26436234353966176,0.3638798257585164
0.41898622163278026,0.011819062853508668,0.047861717021566025,0.4694050810782432,0.05759291340359098,0.030448839580190873,0.36851507978103093,0.18968117176983088,0.40568991287925815
0.43400767392318623,0.025327007154909674,0.023930858510783012,0.48955690947116043,0.053068301361989666,0.02493315765417311,0.3966361806672145,0.09484058588491544,0.4576993253716679
0.41923708758194056,0.02755184104643747,0.011965429255391508,0.5053243604427763,0.026534150680994836,0.012466578827086556,0.4588639960408033,0.04866098773153961,0.48939556839303
0.41090059507302157,0.030442587189885406,0.005982714627695754,0.49625192381113176,0.03249784457126666,0.006233289413543278,0.4986627672511709,0.04868946822474417,0.4703388098375407
0.33981722260111025,0.038477107548431075,0.002991357313847877,0.5194437913629302,0.024000860270129452,0.003116644706771639,0.5206492130829498,0.04501656873769508,0.5064872343761346
0.39396521507414006,0.019238553774215537,0.0014956786569239385,0.4908539711531632,0.04855703390864964,0.025143228013763175,0.5079661159754372,0.028404510783941878,0.48437569265976543
0.4043802297299366,0.009619276887107769,0.0020688432914738584,0.4303675403982461,0.02427851695432482,0.012571614006881587,0.5313938902202153,0.06572140994943462,0.5195986785623794
0.39800292274674165,0.01096727391153418,0.055221613763963534,0.4146911593616846,0.01213925847716241,0.006285807003440794,0.5181599992972998,0.07350109906338725,0.5110308663747858
